id,date,store_nbr,item_nbr,unit_sales,onpromotion
26391655,2014-07-03,19,103501,3.0,False
26397775,2014-07-03,28,103501,1.0,False
26399171,2014-07-03,30,103501,4.0,False
26400164,2014-07-03,31,103501,5.0,False
26402277,2014-07-03,33,103501,9.0,False
26403417,2014-07-03,34,103501,5.0,False
26404818,2014-07-03,35,103501,3.0,False
26410188,2014-07-03,39,103501,3.0,False
26411715,2014-07-03,40,103501,6.0,False
26414270,2014-07-03,43,103501,2.0,False
26431809,2014-07-03,54,103501,3.0,False
26446716,2014-07-04,9,103501,5.0,False
26448297,2014-07-04,10,103501,1.0,False
26449337,2014-07-04,11,103501,7.0,False
26450771,2014-07-04,12,103501,5.0,False
26451769,2014-07-04,13,103501,6.0,False
26452768,2014-07-04,14,103501,8.0,False
26453775,2014-07-04,15,103501,2.0,False
26454875,2014-07-04,16,103501,8.0,False
26455965,2014-07-04,17,103501,1.0,False
26457091,2014-07-04,18,103501,2.0,False
26464630,2014-07-04,28,103501,6.0,False
26466826,2014-07-04,31,103501,3.0,False
26468847,2014-07-04,33,103501,4.0,False
26469920,2014-07-04,34,103501,1.0,False
26471320,2014-07-04,35,103501,1.0,False
26472032,2014-07-04,36,103501,1.0,False
26476664,2014-07-04,39,103501,10.0,False
26478155,2014-07-04,40,103501,8.0,False
26480691,2014-07-04,43,103501,5.0,False
26498415,2014-07-04,54,103501,4.0,False
26513802,2014-07-05,9,103501,7.0,False
26515452,2014-07-05,10,103501,3.0,False
26516580,2014-07-05,11,103501,11.0,False
26518137,2014-07-05,12,103501,1.0,False
26519276,2014-07-05,13,103501,1.0,False
26520365,2014-07-05,14,103501,4.0,False
26521455,2014-07-05,15,103501,4.0,False
26522616,2014-07-05,16,103501,3.0,False
26523734,2014-07-05,17,103501,8.0,False
26524970,2014-07-05,18,103501,1.0,False
26526463,2014-07-05,19,103501,3.0,False
26533365,2014-07-05,28,103501,4.0,False
26534885,2014-07-05,30,103501,5.0,False
26535910,2014-07-05,31,103501,13.0,False
26538202,2014-07-05,33,103501,5.0,False
26539393,2014-07-05,34,103501,4.0,False
26540843,2014-07-05,35,103501,1.0,False
26546680,2014-07-05,39,103501,7.0,False
26548319,2014-07-05,40,103501,11.0,False
26551156,2014-07-05,43,103501,7.0,False
26569832,2014-07-05,54,103501,7.0,False
26584997,2014-07-06,9,103501,9.0,False
26586656,2014-07-06,10,103501,1.0,False
26587740,2014-07-06,11,103501,6.0,False
26589244,2014-07-06,12,103501,4.0,False
26590351,2014-07-06,13,103501,5.0,False
26591374,2014-07-06,14,103501,1.0,False
26592399,2014-07-06,15,103501,1.0,False
26593494,2014-07-06,16,103501,15.0,False
26594683,2014-07-06,17,103501,5.0,False
26595896,2014-07-06,18,103501,5.0,False
26597365,2014-07-06,19,103501,3.0,False
26604216,2014-07-06,28,103501,5.0,False
26605785,2014-07-06,30,103501,3.0,False
26606824,2014-07-06,31,103501,5.0,False
26608285,2014-07-06,32,103501,3.0,False
26610397,2014-07-06,34,103501,3.0,False
26611818,2014-07-06,35,103501,3.0,False
26612742,2014-07-06,36,103501,2.0,False
26617628,2014-07-06,39,103501,13.0,False
26619262,2014-07-06,40,103501,12.0,False
26622118,2014-07-06,43,103501,3.0,False
26640821,2014-07-06,54,103501,11.0,False
26655811,2014-07-07,9,103501,5.0,False
26657427,2014-07-07,10,103501,2.0,False
26658482,2014-07-07,11,103501,8.0,False
26659985,2014-07-07,12,103501,2.0,False
26662054,2014-07-07,14,103501,5.0,False
26663086,2014-07-07,15,103501,4.0,False
26664203,2014-07-07,16,103501,9.0,False
26665304,2014-07-07,17,103501,5.0,False
26667899,2014-07-07,19,103501,7.0,False
26674194,2014-07-07,28,103501,4.0,False
26675588,2014-07-07,30,103501,1.0,False
26676529,2014-07-07,31,103501,1.0,False
26677898,2014-07-07,32,103501,1.0,False
26678655,2014-07-07,33,103501,5.0,False
26679783,2014-07-07,34,103501,3.0,False
26681177,2014-07-07,35,103501,2.0,False
26681968,2014-07-07,36,103501,2.0,False
26686484,2014-07-07,39,103501,5.0,False
26688029,2014-07-07,40,103501,8.0,False
26690701,2014-07-07,43,103501,4.0,False
26708296,2014-07-07,54,103501,5.0,False
26722876,2014-07-08,9,103501,6.0,False
26724425,2014-07-08,10,103501,3.0,False
26725493,2014-07-08,11,103501,3.0,False
26726993,2014-07-08,12,103501,2.0,False
26729025,2014-07-08,14,103501,6.0,False
26730031,2014-07-08,15,103501,2.0,False
26731154,2014-07-08,16,103501,3.0,False
26732233,2014-07-08,17,103501,4.0,False
26733389,2014-07-08,18,103501,6.0,False
26734766,2014-07-08,19,103501,3.0,False
26740711,2014-07-08,28,103501,3.0,False
26742098,2014-07-08,30,103501,4.0,False
26743029,2014-07-08,31,103501,2.0,False
26744391,2014-07-08,32,103501,2.0,False
26745115,2014-07-08,33,103501,3.0,False
26746256,2014-07-08,34,103501,3.0,False
26747591,2014-07-08,35,103501,3.0,False
26752825,2014-07-08,39,103501,4.0,False
26754353,2014-07-08,40,103501,4.0,False
26756943,2014-07-08,43,103501,1.0,False
26774010,2014-07-08,54,103501,1.0,False
26788795,2014-07-09,9,103501,6.0,False
26791306,2014-07-09,11,103501,5.0,False
26792720,2014-07-09,12,103501,1.0,False
26795643,2014-07-09,15,103501,3.0,False
26796688,2014-07-09,16,103501,4.0,False
26797747,2014-07-09,17,103501,5.0,False
26798869,2014-07-09,18,103501,1.0,False
26800191,2014-07-09,19,103501,4.0,False
26806203,2014-07-09,28,103501,1.0,False
26807490,2014-07-09,30,103501,1.0,False
26808336,2014-07-09,31,103501,2.0,False
26810281,2014-07-09,33,103501,6.0,False
26811367,2014-07-09,34,103501,2.0,False
26812674,2014-07-09,35,103501,1.0,False
26817897,2014-07-09,39,103501,4.0,False
26819288,2014-07-09,40,103501,7.0,False
26821775,2014-07-09,43,103501,4.0,False
26839153,2014-07-09,54,103501,4.0,False
26853413,2014-07-10,9,103501,5.0,False
26854963,2014-07-10,10,103501,2.0,False
26855972,2014-07-10,11,103501,4.0,False
26857403,2014-07-10,12,103501,3.0,False
26858414,2014-07-10,13,103501,1.0,False
26860305,2014-07-10,15,103501,2.0,False
26861394,2014-07-10,16,103501,4.0,False
26862439,2014-07-10,17,103501,5.0,False
26863564,2014-07-10,18,103501,2.0,False
26864907,2014-07-10,19,103501,2.0,False
26870833,2014-07-10,28,103501,2.0,False
26872103,2014-07-10,30,103501,1.0,False
26873035,2014-07-10,31,103501,4.0,False
26875005,2014-07-10,33,103501,5.0,False
26876106,2014-07-10,34,103501,1.0,False
26877437,2014-07-10,35,103501,2.0,False
26878193,2014-07-10,36,103501,4.0,False
26884169,2014-07-10,40,103501,5.0,False
26886715,2014-07-10,43,103501,3.0,False
26903738,2014-07-10,54,103501,1.0,False
26918409,2014-07-11,9,103501,5.0,False
26919929,2014-07-11,10,103501,1.0,False
26920871,2014-07-11,11,103501,4.0,False
26922331,2014-07-11,12,103501,6.0,False
26924270,2014-07-11,14,103501,11.0,False
26925250,2014-07-11,15,103501,2.0,False
26926326,2014-07-11,16,103501,3.0,False
26927355,2014-07-11,17,103501,6.0,False
26928444,2014-07-11,18,103501,1.0,False
26929732,2014-07-11,19,103501,2.0,False
26935266,2014-07-11,28,103501,2.0,False
26936950,2014-07-11,31,103501,4.0,False
26938254,2014-07-11,32,103501,1.0,False
26938965,2014-07-11,33,103501,3.0,False
26939981,2014-07-11,34,103501,1.0,False
26946501,2014-07-11,39,103501,1.0,False
26947930,2014-07-11,40,103501,6.0,False
26950492,2014-07-11,43,103501,1.0,False
26968075,2014-07-11,54,103501,2.0,False
26983364,2014-07-12,9,103501,9.0,False
26985032,2014-07-12,10,103501,3.0,False
26986106,2014-07-12,11,103501,1.0,False
26987645,2014-07-12,12,103501,2.0,False
26989774,2014-07-12,14,103501,5.0,False
26990876,2014-07-12,15,103501,1.0,False
26991998,2014-07-12,16,103501,3.0,False
26993120,2014-07-12,17,103501,8.0,False
26995765,2014-07-12,19,103501,5.0,False
27002689,2014-07-12,28,103501,2.0,False
27004235,2014-07-12,30,103501,2.0,False
27005220,2014-07-12,31,103501,2.0,False
27006636,2014-07-12,32,103501,1.0,False
27007454,2014-07-12,33,103501,4.0,False
27008619,2014-07-12,34,103501,7.0,False
27010071,2014-07-12,35,103501,1.0,False
27010952,2014-07-12,36,103501,1.0,False
27015773,2014-07-12,39,103501,5.0,False
27017401,2014-07-12,40,103501,14.0,False
27020201,2014-07-12,43,103501,5.0,False
27038659,2014-07-12,54,103501,9.0,False
27053248,2014-07-13,9,103501,5.0,False
27054881,2014-07-13,10,103501,1.0,False
27055914,2014-07-13,11,103501,2.0,False
27057412,2014-07-13,12,103501,1.0,False
27058433,2014-07-13,13,103501,1.0,False
27059365,2014-07-13,14,103501,7.0,False
27060354,2014-07-13,15,103501,1.0,False
27061432,2014-07-13,16,103501,2.0,False
27062591,2014-07-13,17,103501,8.0,False
27063789,2014-07-13,18,103501,1.0,False
27065218,2014-07-13,19,103501,4.0,False
27071778,2014-07-13,28,103501,5.0,False
27073313,2014-07-13,30,103501,5.0,False
27074300,2014-07-13,31,103501,2.0,False
27075702,2014-07-13,32,103501,5.0,False
27076562,2014-07-13,33,103501,5.0,False
27077747,2014-07-13,34,103501,4.0,False
27079115,2014-07-13,35,103501,1.0,False
27079989,2014-07-13,36,103501,3.0,False
27084628,2014-07-13,39,103501,5.0,False
27086189,2014-07-13,40,103501,12.0,False
27088928,2014-07-13,43,103501,8.0,False
27107168,2014-07-13,54,103501,7.0,False
27124358,2014-07-14,11,103501,3.0,False
27125780,2014-07-14,12,103501,2.0,False
27126838,2014-07-14,13,103501,1.0,False
27127794,2014-07-14,14,103501,2.0,False
27128821,2014-07-14,15,103501,4.0,False
27129976,2014-07-14,16,103501,4.0,False
27131063,2014-07-14,17,103501,3.0,False
27132235,2014-07-14,18,103501,3.0,False
27133562,2014-07-14,19,103501,4.0,False
27139681,2014-07-14,28,103501,3.0,False
27141076,2014-07-14,30,103501,2.0,False
27142015,2014-07-14,31,103501,2.0,False
27143305,2014-07-14,32,103501,1.0,False
27144044,2014-07-14,33,103501,1.0,False
27145199,2014-07-14,34,103501,1.0,False
27151761,2014-07-14,39,103501,2.0,False
27153265,2014-07-14,40,103501,8.0,False
27155842,2014-07-14,43,103501,4.0,False
27173364,2014-07-14,54,103501,4.0,False
27188038,2014-07-15,9,103501,4.0,False
27189641,2014-07-15,10,103501,3.0,False
27190717,2014-07-15,11,103501,2.0,False
27192164,2014-07-15,12,103501,2.0,False
27193170,2014-07-15,13,103501,2.0,False
27194146,2014-07-15,14,103501,3.0,False
27195169,2014-07-15,15,103501,3.0,False
27196314,2014-07-15,16,103501,8.0,False
27197405,2014-07-15,17,103501,7.0,False
27199936,2014-07-15,19,103501,1.0,False
27206076,2014-07-15,28,103501,6.0,False
27207534,2014-07-15,30,103501,1.0,False
27208535,2014-07-15,31,103501,2.0,False
27209923,2014-07-15,32,103501,1.0,False
27210705,2014-07-15,33,103501,5.0,False
27211877,2014-07-15,34,103501,2.0,False
27214103,2014-07-15,36,103501,3.0,False
27218610,2014-07-15,39,103501,6.0,False
27220119,2014-07-15,40,103501,11.0,False
27222699,2014-07-15,43,103501,2.0,False
27240187,2014-07-15,54,103501,3.0,False
27255142,2014-07-16,9,103501,4.0,False
27256696,2014-07-16,10,103501,1.0,False
27257702,2014-07-16,11,103501,3.0,False
27259071,2014-07-16,12,103501,3.0,False
27260055,2014-07-16,13,103501,1.0,False
27261007,2014-07-16,14,103501,4.0,False
27263032,2014-07-16,16,103501,2.0,False
27264057,2014-07-16,17,103501,3.0,False
27265169,2014-07-16,18,103501,2.0,False
27266474,2014-07-16,19,103501,4.0,False
27272746,2014-07-16,28,103501,3.0,False
27274122,2014-07-16,30,103501,3.0,False
27275068,2014-07-16,31,103501,1.0,False
27276367,2014-07-16,32,103501,2.0,True
27277141,2014-07-16,33,103501,6.0,False
27278267,2014-07-16,34,103501,3.0,False
27279651,2014-07-16,35,103501,2.0,False
27280402,2014-07-16,36,103501,1.0,True
27285034,2014-07-16,39,103501,4.0,False
27286521,2014-07-16,40,103501,7.0,False
27289171,2014-07-16,43,103501,1.0,False
27306909,2014-07-16,54,103501,4.0,False
27321255,2014-07-17,9,103501,7.0,False
27322852,2014-07-17,10,103501,3.0,False
27323864,2014-07-17,11,103501,3.0,False
27327250,2014-07-17,14,103501,4.0,False
27329291,2014-07-17,16,103501,3.0,False
27330341,2014-07-17,17,103501,19.0,False
27332779,2014-07-17,19,103501,3.0,False
27338664,2014-07-17,28,103501,2.0,False
27340009,2014-07-17,30,103501,2.0,False
27340956,2014-07-17,31,103501,4.0,False
27343001,2014-07-17,33,103501,3.0,False
27344090,2014-07-17,34,103501,4.0,False
27352099,2014-07-17,40,103501,8.0,False
27354619,2014-07-17,43,103501,2.0,False
27371843,2014-07-17,54,103501,4.0,False
27386650,2014-07-18,9,103501,1.0,False
27388189,2014-07-18,10,103501,2.0,False
27389174,2014-07-18,11,103501,5.0,False
27390624,2014-07-18,12,103501,5.0,False
27392516,2014-07-18,14,103501,3.0,False
27393510,2014-07-18,15,103501,1.0,False
27394555,2014-07-18,16,103501,6.0,False
27395614,2014-07-18,17,103501,3.0,False
27396713,2014-07-18,18,103501,1.0,False
27397997,2014-07-18,19,103501,1.0,False
27404168,2014-07-18,28,103501,2.0,False
27405444,2014-07-18,30,103501,2.0,False
27406351,2014-07-18,31,103501,1.0,False
27407636,2014-07-18,32,103501,1.0,False
27408316,2014-07-18,33,103501,10.0,False
27409380,2014-07-18,34,103501,1.0,False
27410758,2014-07-18,35,103501,4.0,False
27411491,2014-07-18,36,103501,2.0,False
27416039,2014-07-18,39,103501,2.0,False
27417487,2014-07-18,40,103501,7.0,False
27420032,2014-07-18,43,103501,10.0,False
27437722,2014-07-18,54,103501,4.0,False
27452933,2014-07-19,9,103501,7.0,False
27454570,2014-07-19,10,103501,2.0,False
27455639,2014-07-19,11,103501,5.0,False
27457132,2014-07-19,12,103501,1.0,False
27458203,2014-07-19,13,103501,1.0,False
27459247,2014-07-19,14,103501,3.0,False
27460343,2014-07-19,15,103501,1.0,False
27461433,2014-07-19,16,103501,4.0,False
27462607,2014-07-19,17,103501,5.0,False
27463837,2014-07-19,18,103501,3.0,False
27472082,2014-07-19,28,103501,4.0,False
27473590,2014-07-19,30,103501,1.0,False
27474582,2014-07-19,31,103501,6.0,False
27476871,2014-07-19,33,103501,8.0,False
27478075,2014-07-19,34,103501,4.0,False
27479527,2014-07-19,35,103501,4.0,False
27480408,2014-07-19,36,103501,2.0,False
27485270,2014-07-19,39,103501,3.0,False
27486887,2014-07-19,40,103501,9.0,False
27489699,2014-07-19,43,103501,2.0,False
27508156,2014-07-19,54,103501,5.0,False
27522969,2014-07-20,9,103501,6.0,False
27524612,2014-07-20,10,103501,2.0,False
27525635,2014-07-20,11,103501,1.0,False
27527122,2014-07-20,12,103501,1.0,False
27528177,2014-07-20,13,103501,2.0,False
27529140,2014-07-20,14,103501,1.0,False
27530082,2014-07-20,15,103501,1.0,False
27531141,2014-07-20,16,103501,13.0,False
27532351,2014-07-20,17,103501,4.0,False
27533532,2014-07-20,18,103501,3.0,False
27534984,2014-07-20,19,103501,6.0,False
27541699,2014-07-20,28,103501,5.0,False
27543242,2014-07-20,30,103501,3.0,False
27544226,2014-07-20,31,103501,6.0,False
27545686,2014-07-20,32,103501,6.0,False
27546570,2014-07-20,33,103501,6.0,False
27547776,2014-07-20,34,103501,4.0,False
27549167,2014-07-20,35,103501,3.0,False
27550024,2014-07-20,36,103501,3.0,False
27554715,2014-07-20,39,103501,3.0,False
27556323,2014-07-20,40,103501,14.0,False
27559125,2014-07-20,43,103501,5.0,False
27577547,2014-07-20,54,103501,4.0,False
27592508,2014-07-21,9,103501,5.0,False
27594080,2014-07-21,10,103501,4.0,False
27595098,2014-07-21,11,103501,6.0,False
27596542,2014-07-21,12,103501,1.0,False
27597602,2014-07-21,13,103501,2.0,False
27598589,2014-07-21,14,103501,5.0,False
27599615,2014-07-21,15,103501,2.0,False
27600775,2014-07-21,16,103501,9.0,False
27601900,2014-07-21,17,103501,6.0,False
27603075,2014-07-21,18,103501,4.0,False
27604438,2014-07-21,19,103501,2.0,False
27610532,2014-07-21,28,103501,4.0,False
27611873,2014-07-21,30,103501,6.0,False
27612784,2014-07-21,31,103501,5.0,False
27614113,2014-07-21,32,103501,2.0,False
27614901,2014-07-21,33,103501,3.0,False
27616038,2014-07-21,34,103501,3.0,False
27618162,2014-07-21,36,103501,1.0,False
27622751,2014-07-21,39,103501,9.0,False
27624314,2014-07-21,40,103501,11.0,False
27626932,2014-07-21,43,103501,3.0,False
27644362,2014-07-21,54,103501,2.0,False
27658942,2014-07-22,9,103501,2.0,False
27660514,2014-07-22,10,103501,2.0,False
27661557,2014-07-22,11,103501,2.0,False
27663019,2014-07-22,12,103501,3.0,False
27664039,2014-07-22,13,103501,2.0,False
27665013,2014-07-22,14,103501,4.0,False
27666020,2014-07-22,15,103501,3.0,False
27667155,2014-07-22,16,103501,1.0,False
27668283,2014-07-22,17,103501,2.0,False
27669407,2014-07-22,18,103501,2.0,False
27670724,2014-07-22,19,103501,2.0,False
27676526,2014-07-22,28,103501,3.0,False
27677881,2014-07-22,30,103501,1.0,False
27678816,2014-07-22,31,103501,4.0,False
27680883,2014-07-22,33,103501,4.0,False
27682044,2014-07-22,34,103501,1.0,False
27683382,2014-07-22,35,103501,3.0,False
27684117,2014-07-22,36,103501,3.0,False
27688563,2014-07-22,39,103501,6.0,False
27690090,2014-07-22,40,103501,7.0,False
27692622,2014-07-22,43,103501,4.0,False
27709696,2014-07-22,54,103501,6.0,False
27724530,2014-07-23,9,103501,4.0,False
27726060,2014-07-23,10,103501,4.0,False
27727031,2014-07-23,11,103501,2.0,False
27728441,2014-07-23,12,103501,1.0,False
27730315,2014-07-23,14,103501,6.0,False
27731288,2014-07-23,15,103501,3.0,False
27732386,2014-07-23,16,103501,3.0,False
27733453,2014-07-23,17,103501,3.0,False
27734558,2014-07-23,18,103501,2.0,False
27735856,2014-07-23,19,103501,7.0,False
27743237,2014-07-23,30,103501,3.0,False
27746001,2014-07-23,33,103501,2.0,False
27748403,2014-07-23,35,103501,3.0,False
27753676,2014-07-23,39,103501,4.0,False
27755107,2014-07-23,40,103501,7.0,False
27757663,2014-07-23,43,103501,1.0,False
27775118,2014-07-23,54,103501,3.0,False
27789319,2014-07-24,9,103501,3.0,False
27790869,2014-07-24,10,103501,2.0,False
27791829,2014-07-24,11,103501,4.0,False
27793263,2014-07-24,12,103501,2.0,False
27795181,2014-07-24,14,103501,2.0,False
27796171,2014-07-24,15,103501,2.0,False
27797253,2014-07-24,16,103501,6.0,False
27798322,2014-07-24,17,103501,1.0,False
27799409,2014-07-24,18,103501,4.0,False
27808206,2014-07-24,28,103501,4.0,False
27809439,2014-07-24,30,103501,2.0,False
27810252,2014-07-24,31,103501,1.0,False
27812244,2014-07-24,33,103501,3.0,False
27813336,2014-07-24,34,103501,1.0,False
27814666,2014-07-24,35,103501,5.0,False
27819895,2014-07-24,39,103501,1.0,False
27821353,2014-07-24,40,103501,6.0,False
27823835,2014-07-24,43,103501,2.0,False
27855432,2014-07-25,9,103501,3.0,False
27856939,2014-07-25,10,103501,3.0,False
27857856,2014-07-25,11,103501,5.0,False
27859260,2014-07-25,12,103501,6.0,False
27861162,2014-07-25,14,103501,4.0,False
27862135,2014-07-25,15,103501,1.0,False
27863164,2014-07-25,16,103501,4.0,False
27864175,2014-07-25,17,103501,2.0,False
27866510,2014-07-25,19,103501,2.0,False
27874969,2014-07-25,28,103501,2.0,False
27877276,2014-07-25,31,103501,1.0,False
27879281,2014-07-25,33,103501,1.0,False
27880314,2014-07-25,34,103501,4.0,False
27881709,2014-07-25,35,103501,2.0,False
27887315,2014-07-25,39,103501,4.0,False
27888762,2014-07-25,40,103501,6.0,False
27891280,2014-07-25,43,103501,5.0,False
27908810,2014-07-25,54,103501,4.0,False
27923818,2014-07-26,9,103501,7.0,False
27925471,2014-07-26,10,103501,1.0,False
27926551,2014-07-26,11,103501,2.0,False
27928028,2014-07-26,12,103501,1.0,False
27929102,2014-07-26,13,103501,1.0,False
27930148,2014-07-26,14,103501,4.0,False
27932329,2014-07-26,16,103501,7.0,False
27933467,2014-07-26,17,103501,5.0,False
27934650,2014-07-26,18,103501,3.0,False
27936058,2014-07-26,19,103501,7.0,False
27944555,2014-07-26,28,103501,3.0,False
27945990,2014-07-26,30,103501,3.0,False
27946934,2014-07-26,31,103501,6.0,False
27948362,2014-07-26,32,103501,1.0,False
27949177,2014-07-26,33,103501,7.0,False
27950318,2014-07-26,34,103501,3.0,False
27951705,2014-07-26,35,103501,2.0,False
27952658,2014-07-26,36,103501,1.0,False
27959009,2014-07-26,40,103501,8.0,False
27961764,2014-07-26,43,103501,4.0,False
27980086,2014-07-26,54,103501,2.0,False
27994802,2014-07-27,9,103501,3.0,False
27996406,2014-07-27,10,103501,2.0,False
27997461,2014-07-27,11,103501,2.0,False
27998952,2014-07-27,12,103501,2.0,False
27999990,2014-07-27,13,103501,2.0,False
28000932,2014-07-27,14,103501,1.0,False
28001887,2014-07-27,15,103501,3.0,False
28002956,2014-07-27,16,103501,2.0,False
28004130,2014-07-27,17,103501,2.0,False
28005336,2014-07-27,18,103501,3.0,False
28006755,2014-07-27,19,103501,2.0,False
28015038,2014-07-27,28,103501,1.0,False
28016594,2014-07-27,30,103501,5.0,False
28017596,2014-07-27,31,103501,3.0,False
28019888,2014-07-27,33,103501,6.0,False
28021105,2014-07-27,34,103501,8.0,False
28022491,2014-07-27,35,103501,2.0,False
28023350,2014-07-27,36,103501,4.0,False
28028013,2014-07-27,39,103501,4.0,False
28029567,2014-07-27,40,103501,10.0,False
28032355,2014-07-27,43,103501,4.0,False
28050723,2014-07-27,54,103501,2.0,False
28065583,2014-07-28,9,103501,4.0,False
28067118,2014-07-28,10,103501,4.0,False
28068150,2014-07-28,11,103501,1.0,False
28069597,2014-07-28,12,103501,3.0,False
28071566,2014-07-28,14,103501,1.0,False
28072555,2014-07-28,15,103501,2.0,False
28073665,2014-07-28,16,103501,4.0,False
28074736,2014-07-28,17,103501,3.0,False
28075888,2014-07-28,18,103501,1.0,False
28077193,2014-07-28,19,103501,3.0,False
28085106,2014-07-28,28,103501,3.0,False
28086419,2014-07-28,30,103501,1.0,False
28087295,2014-07-28,31,103501,6.0,False
28088624,2014-07-28,32,103501,4.0,False
28089351,2014-07-28,33,103501,2.0,False
28090488,2014-07-28,34,103501,2.0,False
28091853,2014-07-28,35,103501,1.0,False
28092573,2014-07-28,36,103501,5.0,False
28097082,2014-07-28,39,103501,5.0,False
28098564,2014-07-28,40,103501,7.0,False
28101140,2014-07-28,43,103501,3.0,False
28118570,2014-07-28,54,103501,5.0,False
28132990,2014-07-29,9,103501,2.0,False
28134546,2014-07-29,10,103501,2.0,False
28135546,2014-07-29,11,103501,5.0,False
28136971,2014-07-29,12,103501,1.0,False
28137977,2014-07-29,13,103501,2.0,False
28139903,2014-07-29,15,103501,2.0,False
28141032,2014-07-29,16,103501,7.0,False
28142128,2014-07-29,17,103501,6.0,False
28152215,2014-07-29,28,103501,4.0,False
28153594,2014-07-29,30,103501,6.0,False
28154559,2014-07-29,31,103501,1.0,False
28156574,2014-07-29,33,103501,3.0,False
28157740,2014-07-29,34,103501,3.0,False
28159095,2014-07-29,35,103501,2.0,False
28159843,2014-07-29,36,103501,2.0,False
28164371,2014-07-29,39,103501,2.0,False
28165822,2014-07-29,40,103501,15.0,False
28168338,2014-07-29,43,103501,1.0,False
28185285,2014-07-29,54,103501,4.0,False
28200026,2014-07-30,9,103501,4.0,False
28201523,2014-07-30,10,103501,2.0,False
28202484,2014-07-30,11,103501,4.0,False
28203904,2014-07-30,12,103501,3.0,False
28204883,2014-07-30,13,103501,1.0,False
28205771,2014-07-30,14,103501,3.0,False
28207825,2014-07-30,16,103501,4.0,False
28210038,2014-07-30,18,103501,1.0,False
28211247,2014-07-30,19,103501,3.0,False
28219269,2014-07-30,28,103501,2.0,False
28222734,2014-07-30,32,103501,1.0,False
28223466,2014-07-30,33,103501,5.0,False
28224571,2014-07-30,34,103501,2.0,False
28231109,2014-07-30,39,103501,5.0,False
28232542,2014-07-30,40,103501,2.0,False
28234999,2014-07-30,43,103501,3.0,False
28252330,2014-07-30,54,103501,1.0,True
28266630,2014-07-31,9,103501,5.0,False
28268245,2014-07-31,10,103501,1.0,False
28269219,2014-07-31,11,103501,2.0,False
28270703,2014-07-31,12,103501,1.0,False
28272694,2014-07-31,14,103501,6.0,False
28273665,2014-07-31,15,103501,4.0,False
28274763,2014-07-31,16,103501,7.0,False
28275871,2014-07-31,17,103501,7.0,False
28277014,2014-07-31,18,103501,5.0,False
28278337,2014-07-31,19,103501,1.0,False
28286100,2014-07-31,28,103501,1.0,False
28287507,2014-07-31,30,103501,3.0,False
28289819,2014-07-31,32,103501,9.0,False
28290569,2014-07-31,33,103501,10.0,False
28291717,2014-07-31,34,103501,2.0,False
28293098,2014-07-31,35,103501,4.0,False
28293907,2014-07-31,36,103501,3.0,False
28298476,2014-07-31,39,103501,1.0,False
28299963,2014-07-31,40,103501,7.0,False
28302556,2014-07-31,43,103501,2.0,False
28319936,2014-07-31,54,103501,6.0,False
28332046,2014-08-01,9,103501,11.0,False
28333335,2014-08-01,10,103501,1.0,False
28334184,2014-08-01,11,103501,9.0,False
28335377,2014-08-01,12,103501,6.0,False
28336253,2014-08-01,13,103501,1.0,False
28337075,2014-08-01,14,103501,4.0,False
28337910,2014-08-01,15,103501,3.0,False
28338805,2014-08-01,16,103501,7.0,False
28339711,2014-08-01,17,103501,4.0,False
28340631,2014-08-01,18,103501,4.0,False
28341712,2014-08-01,19,103501,3.0,False
28348405,2014-08-01,28,103501,2.0,False
28349578,2014-08-01,30,103501,1.0,False
28350327,2014-08-01,31,103501,5.0,False
28351439,2014-08-01,32,103501,1.0,False
28352112,2014-08-01,33,103501,8.0,False
28353075,2014-08-01,34,103501,5.0,False
28354209,2014-08-01,35,103501,3.0,False
28354878,2014-08-01,36,103501,4.0,False
28358689,2014-08-01,39,103501,2.0,False
28359922,2014-08-01,40,103501,8.0,False
28362035,2014-08-01,43,103501,5.0,False
28376188,2014-08-01,54,103501,5.0,False
28388277,2014-08-02,9,103501,15.0,False
28389620,2014-08-02,10,103501,1.0,False
28390558,2014-08-02,11,103501,6.0,False
28391804,2014-08-02,12,103501,5.0,False
28393606,2014-08-02,14,103501,6.0,False
28394470,2014-08-02,15,103501,1.0,False
28395411,2014-08-02,16,103501,10.0,False
28396369,2014-08-02,17,103501,10.0,False
28397377,2014-08-02,18,103501,2.0,False
28398582,2014-08-02,19,103501,10.0,False
28405590,2014-08-02,28,103501,6.0,False
28406843,2014-08-02,30,103501,4.0,False
28407649,2014-08-02,31,103501,6.0,False
28409584,2014-08-02,33,103501,7.0,False
28410597,2014-08-02,34,103501,9.0,False
28411791,2014-08-02,35,103501,4.0,False
28412549,2014-08-02,36,103501,4.0,False
28416473,2014-08-02,39,103501,3.0,False
28417786,2014-08-02,40,103501,21.0,False
28420030,2014-08-02,43,103501,1.0,False
28434665,2014-08-02,54,103501,6.0,False
28446252,2014-08-03,9,103501,17.0,False
28448450,2014-08-03,11,103501,9.0,False
28449671,2014-08-03,12,103501,3.0,False
28451384,2014-08-03,14,103501,1.0,False
28452092,2014-08-03,15,103501,1.0,False
28452957,2014-08-03,16,103501,10.0,False
28453896,2014-08-03,17,103501,9.0,False
28454922,2014-08-03,18,103501,4.0,False
28456125,2014-08-03,19,103501,3.0,False
28462863,2014-08-03,28,103501,4.0,False
28464138,2014-08-03,30,103501,8.0,False
28464950,2014-08-03,31,103501,6.0,False
